Time for add vectors of 1000000 elements:
0.097696	0.038752	0.093376	0.038400	0.067872	0.768608
0.094336	0.038368	0.093888	0.038112	0.067744	0.768352
0.094656	0.039040	0.093408	0.038112	0.067456	0.767488
0.094208	0.038272	0.093312	0.038208	0.067808	0.776032
0.094816	0.038400	0.093408	0.038816	0.067808	0.768544
0.094528	0.038400	0.093472	0.038048	0.068032	0.768416
0.095200	0.038336	0.093504	0.037952	0.067424	0.768768
0.093856	0.038400	0.092448	0.038912	0.067520	0.768544
0.094432	0.038208	0.093824	0.038080	0.067392	0.767776
0.094752	0.039008	0.093184	0.038080	0.067584	0.768864



