Time for add vectors of 10000 elements:
0.010400	0.007392	0.007264	0.007136	0.006944	0.081440
0.008000	0.007008	0.007360	0.011584	0.007296	0.081504
0.008672	0.007360	0.007136	0.006752	0.006848	0.081760
0.008160	0.007008	0.006848	0.006752	0.007488	0.081472
0.008192	0.007040	0.006912	0.006944	0.006720	0.081664
0.008992	0.007328	0.006784	0.006816	0.007616	0.081632
0.009312	0.006848	0.007008	0.006976	0.007392	0.081152
0.008192	0.007200	0.006848	0.018176	0.007168	0.081536
0.008096	0.007552	0.007232	0.006944	0.006720	0.081408
0.009248	0.007200	0.006912	0.006752	0.011840	0.082496



