Time for add vectors of 100000000 elements:
8.642400	3.255136	8.608096	3.248384	5.864256	7.689088
8.597664	3.267328	8.595136	3.260800	5.796736	7.686272
8.701632	3.250112	8.609952	3.251840	5.776672	7.678784
8.600640	3.250176	8.595488	3.332608	5.796992	7.680928
8.605600	3.252640	8.638464	3.250656	5.786240	7.765280
8.610976	3.251552	8.601440	3.250912	5.869824	7.680064
8.604928	3.251552	8.679936	3.259136	5.775040	7.683232
8.596992	3.253120	8.605472	3.250560	5.859072	7.678592
8.623008	3.250336	8.607808	3.251968	5.788288	7.686304
8.693152	3.251008	8.600384	3.274912	5.777600	7.679520



