Time for add vectors of 10000 elements:
0.011104	0.010816	0.010016	0.009536	0.010560	0.084128
0.017344	0.010016	0.009472	0.010208	0.009728	0.084000
0.010240	0.010240	0.009760	0.010336	0.009472	0.083936
0.007968	0.010144	0.009888	0.009984	0.009760	0.084384
0.006816	0.009920	0.009760	0.009888	0.009920	0.083808
0.010400	0.009792	0.010016	0.018592	0.009632	0.083904
0.016256	0.009984	0.009696	0.009376	0.009248	0.084320
0.010208	0.009792	0.009536	0.009568	0.009728	0.084032
0.013856	0.009952	0.009728	0.010048	0.009536	0.083552
0.010176	0.009920	0.010240	0.010176	0.009792	0.083680



