Time for add vectors of 100 elements:
0.034240	0.008224	0.012032	0.012992	0.009792	0.020096
0.008960	0.007264	0.007040	0.007072	0.016704	0.013344
0.008096	0.006880	0.007072	0.007136	0.006976	0.013344
0.007808	0.006560	0.006752	0.013216	0.007136	0.013472
0.008544	0.006752	0.006912	0.006656	0.006944	0.014048
0.007840	0.006688	0.006720	0.007200	0.006624	0.013056
0.007392	0.006784	0.007392	0.006752	0.006816	0.013248
0.007680	0.006752	0.006784	0.006944	0.007584	0.014464
0.008064	0.006976	0.006752	0.006848	0.007104	0.013376
0.007776	0.006752	0.007008	0.029760	0.007424	0.013376



